"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address",Location,"Switch Slot/[Pic/]Port","Port Type","Service Speed","Service Type","Membership Type","Route Servers"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.225.17,2001:7f8:4::33e5:2,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/3/0",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.225.17,2001:7f8:4::33e5:2,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/2/0",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.244.43,2001:7f8:4:2::33e5:1,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce1/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.224.136,2001:7f8:4::33e5:1,"Telehouse West (THW)","core4-thw et-2/0/2",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.224.136,2001:7f8:4::33e5:1,"Telehouse West (THW)","core4-thw et-2/3/0",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,206.55.197.249,2001:504:31::33e5:2,"Iron Mountain VA1 (IMM)","edge1-imm.nva1 xe-3/3/1",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
TalkTalk,https://www.talktalkgroup.com/,13285,Open,195.66.237.17,2001:7f8:4:1::33e5:2,"Telehouse West (THW)","edge4-thw-lon2 ce11/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Tampnet AS",http://www.tampnet.com/,200781,Open,195.66.226.137,2001:7f8:4::3:104d:1,"Telehouse East (THE)","edge4-the xe-7/3/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Tampnet AS",http://www.tampnet.com/,200781,Open,195.66.238.137,2001:7f8:4:1:0:3:104d:1,"Interxion LON2 (IN2)","edge1-in2-lon2 xe4",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Tata Communications (UK) Limited",http://www.tatacommunications.com/,6453,Restrictive,195.66.224.51,,"Telehouse North (THN)","edge1-thn xe-3/0/0",10G,10000,Regular,full,
"TDC A/S",http://www.tdc.dk/,3292,Selective,206.55.196.10,2001:504:31::cdc:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-11/2/0",10G,10000,Regular,full,
"TDC A/S",http://www.tdc.dk/,3292,Selective,195.66.224.64,2001:7f8:4::cdc:1,"Telehouse East (THE)","edge4-the xe-2/1/4",10G,10000,Regular,full,
"TDC A/S",http://www.tdc.dk/,3292,Selective,195.66.224.64,2001:7f8:4::cdc:1,"Telehouse East (THE)","edge4-the xe-3/0/3",10G,10000,Regular,full,
"Team Cymru, Inc.",http://www.team-cymru.com/TC-UK.html,23028,Open,195.66.237.217,2001:7f8:4:1::59f4:1,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe1",10G,10000,Regular,associate,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Team Cymru, Inc.",http://www.team-cymru.com/TC-UK.html,23028,Open,195.66.225.217,2001:7f8:4::59f4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/0/1",10G,10000,Regular,associate,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Telappliant,http://www.telappliant.com/,34066,Selective,195.66.236.249,2001:7f8:4:1::8512:1,"Telehouse North2 (TH2)","edge1-th2-lon2 xe4",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Telappliant,http://www.telappliant.com/,34066,Selective,195.66.224.249,,"Telehouse North2 (TH2)","edge1-th2 xe-1/3/2",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Telappliant,http://www.telappliant.com/,34066,Selective,195.66.244.30,2001:7f8:4:2::8512:1,"TeleData Delta House (TDD)","edge3-tdd-man1 xe26",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Telcom Networks Limited",https://telcom.io/,31631,Selective,195.66.226.187,2001:7f8:4::7b8f:1,"Telehouse North (THN)","core4-thn VLAN: 2588",ConneXions,5000,ConneXions,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Telcom Networks Limited",https://telcom.io/,31631,Selective,195.66.244.73,2001:7f8:4:2::7b8f:1,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 xe19",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Telcotech Ltd",http://www.telcotech.com.kh,55329,Open,195.66.225.244,2001:7f8:4::d821:1,"Telehouse North (THN)","core3-thn VLAN: 10",ConneXions,300,ConneXions,full,"rs1.lon1, rs3.lon1"
"Tele2 AB",http://www.tele2.com/,1257,Selective,195.66.224.87,2001:7f8:4::4e9:1,"Telehouse West (THW)","edge1-thw xe-3/2/1",10G,10000,Regular,full,
"Tele2 AB",http://www.tele2.com/,1257,Selective,195.66.224.87,2001:7f8:4::4e9:1,"Telehouse West (THW)","edge1-thw xe-4/0/0",10G,10000,Regular,full,
"Telecom Egypt",http://www.tedata.net,8452,Selective,195.66.226.105,,"Telehouse North (THN)","edge1-thn xe-4/2/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telecom Italia",http://www.tisparkle.it/,6762,Restrictive,195.66.224.153,2001:7f8:4::1a6a:1,"Telehouse North (THN)","edge4-thn xe-2/2/2",10G,10000,Regular,"full,ConneXions",
"Telecom Malagasy",http://www.telma.mg,37054,Open,195.66.226.21,2001:7f8:4::90be:1,"Telehouse North (THN)","edge4-thn xe-4/0/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Teledata UK Ltd",http://www.teledata.co.uk,43545,Open,195.66.236.195,2001:7f8:4:1::aa19:1,"Telehouse North (THN)","edge2-thn-lon2 VLAN: 404",ConneXions,1000,ConneXions,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Teledata UK Ltd",http://www.teledata.co.uk,43545,Open,195.66.224.195,2001:7f8:4::aa19:1,"Telehouse North (THN)","edge4-thn VLAN: 403",ConneXions,1000,ConneXions,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Teledata UK Ltd",http://www.teledata.co.uk,43545,Open,195.66.244.27,2001:7f8:4:2::aa19:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 VLAN: 600",ConneXions,1000,ConneXions,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Teledata UK Ltd",http://www.teledata.co.uk,43545,Open,195.66.244.200,2001:7f8:4:2::aa19:2,"TeleData Delta House (TDD)","edge3-tdd-man1 xe29",1000,1000,Regular,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Telekom Malaysia Berhad",http://www.tm.com.my,4788,Selective,195.66.224.47,2001:7f8:4::12b4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/1/6",10G,10000,Regular,full,
"Telekom Malaysia Berhad",http://www.tm.com.my,4788,Selective,195.66.224.47,2001:7f8:4::12b4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/0/2",10G,10000,Regular,full,
"Telekom Malaysia Berhad",http://www.tm.com.my,4788,Selective,195.66.224.47,2001:7f8:4::12b4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/2/0",10G,10000,Regular,full,
"Telekom Malaysia Berhad",http://www.tm.com.my,4788,Selective,195.66.224.47,2001:7f8:4::12b4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/1/5",10G,10000,Regular,full,
"Telekom Malaysia Berhad",http://www.tm.com.my,4788,Selective,195.66.224.47,2001:7f8:4::12b4:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/1/0",10G,10000,Regular,full,
"Telekom Networks Malawi LTD",http://www.tnm.co.mw,37294,Open,195.66.224.204,2001:7f8:4::91ae:1,"Telehouse North2 (TH2)","edge1-th2 xe-1/3/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Telekom Networks Malawi LTD",http://www.tnm.co.mw,37294,Open,195.66.236.204,2001:7f8:4:1::91ae:1,"Telehouse North2 (TH2)","edge1-th2-lon2 xe11",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Telekom Romania Communications S.A.",http://www.TELEKOM.ro,9050,Selective,195.66.225.42,2001:7f8:4::235a:1,"Telehouse North (THN)","edge3-thn xe-2/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telekom Serbia",http://www.telekom.rs,8400,Selective,195.66.225.166,2001:7f8:4::20d0:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-5/3/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telekom Serbia",http://www.telekom.rs,8400,Selective,195.66.225.166,2001:7f8:4::20d0:1,"Digital Realty Sovereign House (RBS)","edge1-rbs xe-8/3/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.225.107,,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/0/3",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.225.107,,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-4/1/0",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.225.107,,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-2/2/1",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.225.107,,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-2/2/2",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.225.107,,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-2/2/3",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.225.107,,"Digital Realty Cloud House West (TCM)","edge1-tcm xe-5/0/3",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.237.107,2001:7f8:4:1::847:1,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe5",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.237.107,2001:7f8:4:1::847:1,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe6",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.237.107,2001:7f8:4:1::847:1,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe7",10G,10000,Regular,full,
"Telenor Norge AS",http://www.telenor.com,2119,Selective,195.66.237.107,2001:7f8:4:1::847:1,"Digital Realty Cloud House West (TCM)","edge1-tcm-lon2 xe8",10G,10000,Regular,full,
"telent Technology Services",https://www.telent.com,204777,"No data",195.66.226.239,2001:7f8:4::3:1fe9:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/2/5",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
Telfy,http://www.telfy.com/en/,42947,Selective,195.66.225.99,2001:7f8:4::a7c3:1,"Telehouse North (THN)","core4-thn VLAN: 2018",ConneXions,5000,ConneXions,ConneXions,"rs1.lon1, rs3.lon1"
"Telia Carrier UK Limited",http://www.teliacarrier.com/,1299,Restrictive,195.66.227.163,2001:7f8:4::513:1,"Telehouse North (THN)","core3-thn VLAN: 3",ConneXions,100,ConneXions,"ConneXions,full",
Telin,http://telin.co.id,7713,Restrictive,195.66.246.29,2001:7f8:4:3::1e21:1,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 VLAN: 2770",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.man1, rs3.lon1"
Telin,http://telin.co.id,7713,Restrictive,195.66.226.8,,"Telehouse North (THN)","core3-thn VLAN: 165",ConneXions,10000,ConneXions,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.man1, rs3.lon1"
Telin,http://telin.co.id,7713,Restrictive,195.66.244.93,2001:7f8:4:2::1e21:1,"Equinix MA1 Williams House (TCW)","edge6-tcw-man1 VLAN: 2528",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs1.sco1, rs2.man1, rs3.lon1"
"Telkom SA SOC Limited",http://www.telkom.co.za,5713,Selective,195.66.226.42,2001:7f8:4::1651:1,"Telehouse West (THW)","edge1-thw xe-7/0/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telkom SA SOC Limited",http://www.telkom.co.za,5713,Selective,195.66.226.42,2001:7f8:4::1651:1,"Telehouse West (THW)","edge1-thw xe-9/1/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telkom SA SOC Limited",http://www.telkom.co.za,5713,Selective,195.66.226.42,2001:7f8:4::1651:1,"Telehouse West (THW)","edge1-thw xe-7/1/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telkom SA SOC Limited",http://www.telkom.co.za,5713,Selective,195.66.226.42,2001:7f8:4::1651:1,"Telehouse West (THW)","edge1-thw xe-7/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Telkom SA SOC Limited",http://www.telkom.co.za,5713,Selective,195.66.226.42,2001:7f8:4::1651:1,"Telehouse West (THW)","edge1-thw xe-9/0/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Telnyx,https://telnyx.com/,63440,Open,195.66.227.165,2001:7f8:4::f7d0:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/1/5",10G,10000,multiservice_port,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
Telnyx,https://telnyx.com/,63440,Open,206.55.196.59,2001:504:31::f7d0:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 ge-0/3/3",1000,1000,Regular,full,"rs1.lon1, rs1.nva1, rs2.nva1, rs3.lon1"
"Telstra International Limited",http://www.telstraglobal.com/,4637,Selective,195.66.224.177,2001:7f8:4::121d:2,"Telehouse North (THN)","core3-thn et-2/0/1",100G,100000,Regular,full,"rs2.lon2, rs4.lon2"
"Telstra International Limited",http://www.telstraglobal.com/,4637,Selective,195.66.236.166,2001:7f8:4:1::121d:1,"Telehouse East (THE)","edge1-the-lon2 xe7",10G,10000,Regular,full,"rs2.lon2, rs4.lon2"
"Telstra International Limited",http://www.telstraglobal.com/,4637,Selective,195.66.236.166,2001:7f8:4:1::121d:1,"Telehouse East (THE)","edge1-the-lon2 xe1",10G,10000,Regular,full,"rs2.lon2, rs4.lon2"
"Telstra International Limited",http://www.telstraglobal.com/,4637,Selective,195.66.236.166,2001:7f8:4:1::121d:1,"Telehouse East (THE)","edge1-the-lon2 xe6",10G,10000,Regular,full,"rs2.lon2, rs4.lon2"
"Telxius Cable Espania S.L",http://www.telefonica-wholesale.com/,12956,Selective,195.66.224.134,2001:7f8:4::329c:1,"Telehouse West (THW)","edge1-thw xe-7/3/1",10G,10000,Regular,"ConneXions,full",
Tenet,http://www.tenet.ac.za,36944,Open,195.66.225.31,2001:7f8:4::9050:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/1/4",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Tenet,http://www.tenet.ac.za,2018,Open,195.66.227.126,2001:7f8:4::7e2:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/1/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"TF Global Markets (AUST) Pty Ltd",http://www.thinkforex.com,134145,"No data",195.66.225.229,,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/1/3",10G,10000,Regular,full,
"TFM Networks Ltd",http://www.tfmnetworks.com,34790,Selective,195.66.237.7,2001:7f8:4:1::87e6:1,"Equinix LD8 Harbour Exchange (TCH)","edge3-tch-lon2 xe11",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"TFM Networks Ltd",http://www.tfmnetworks.com,34790,Selective,195.66.225.7,2001:7f8:4::87e6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/3/0",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"TGL Services (UK) Limited",http://www.tglservices.co.uk,35551,Selective,195.66.225.8,2001:7f8:4::8adf:1,"Telehouse North (THN)","edge1-thn ge-7/0/5",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"TGL Services (UK) Limited",http://www.tglservices.co.uk,35551,Selective,195.66.237.8,2001:7f8:4:1::8adf:1,"Telehouse North (THN)","edge3-thn-lon2 xe29",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"The Constant Company LLC",http://www.choopa.com,20473,Selective,195.66.226.176,2001:7f8:4::4ff9:1,"Interxion LON2 (IN2)","edge1-in2 xe-8/2/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"The Constant Company LLC",http://www.choopa.com,20473,Selective,195.66.226.176,2001:7f8:4::4ff9:1,"Interxion LON2 (IN2)","edge1-in2 xe-8/0/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"The Internet Business t/a TIBUS",http://www.tibushost.com,41678,Open,195.66.225.236,,"Telehouse North (THN)","edge2-thn xe-5/1/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"The Networking People (TNP) Limited",http://www.tnp.net.uk,25460,Open,195.66.238.237,2001:7f8:4:1::6374:1,"Telehouse North (THN)","edge4-thn-lon2 xe48",1000,1000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"The Networking People (TNP) Limited",http://www.tnp.net.uk,25460,Open,195.66.226.237,2001:7f8:4::6374:1,"Telehouse North (THN)","edge2-thn xe-2/1/2",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"The Networking People (TNP) Limited",http://www.tnp.net.uk,25460,Open,195.66.244.39,2001:7f8:4:2::6374:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe27",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Think Systems UK Ltd",http://www.thinkdedicated.com,51159,Open,195.66.237.185,2001:7f8:4:1::c7d7:1,"Telehouse North (THN)","edge1-thn-lon2 xe27",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1"
"Think Systems UK Ltd",http://www.thinkdedicated.com,51159,Open,195.66.225.185,2001:7f8:4::c7d7:1,"Telehouse North (THN)","edge2-thn xe-3/2/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1"
Tiggee,http://,16552,Open,195.66.224.157,2001:7f8:4::40a8:1,"Telehouse North (THN)","edge1-thn xe-4/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"TikTok Technology Limited",https://www.tiktok.com/,396986,Open,195.66.227.20,2001:7f8:4::6:eba:2,"Digital Realty Cloud House West (TCM)","edge1-tcm et-2/3/0",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"TikTok Technology Limited",https://www.tiktok.com/,396986,Open,195.66.225.140,2001:7f8:4::6:eba:1,"Telehouse West (THW)","core3-thw et-3/1/3",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
Tirastel,http://www.tirastel.de/,1547,Open,195.66.224.200,2001:7f8:4::60b:1,"Telehouse North (THN)","edge4-thn xe-2/3/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"TISMI B.V.",https://tismi.com,62167,Selective,195.66.225.48,2001:7f8:4::f2d7:1,"Telehouse North (THN)","edge1-thn ge-8/2/4",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"TISMI B.V.",https://tismi.com,62167,Selective,195.66.237.48,2001:7f8:4:1::f2d7:1,"Telehouse North (THN)","edge3-thn-lon2 xe8",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Togo Telecom",http://www.togotelecom.tg,24691,Open,195.66.227.229,2001:7f8:4::6073:1,"Telehouse North (THN)","edge3-thn xe-5/3/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"toob limited",http://,60377,Open,195.66.227.102,2001:7f8:4::ebd9:1,"Telehouse North2 (TH2)","edge1-th2 xe-1/0/3",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
TOP-IX,https://www.top-ix.org,41364,Open,195.66.227.176,2001:7f8:4::a194:1,"Telehouse North (THN)","edge2-thn VLAN: 11",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"TOT Public Company Limited",http://www.tot.co.th/,38040,Open,195.66.226.69,2001:7f8:4::9498:2,"Telehouse North (THN)","core3-thn VLAN: 1762",ConneXions,10000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Total Uptime Technologies LLC",https://totaluptime.com,53334,Selective,195.66.225.103,2001:7f8:4::d056:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/3/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"TouchTec Technology Limited",http://www.touchtec.technology,39175,Open,195.66.244.107,2001:7f8:4:2::9907:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe12",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"TouchTec Technology Limited",http://www.touchtec.technology,39175,Open,195.66.236.132,2001:7f8:4:1::9907:1,"Telehouse North (THN)","edge2-thn-lon2 xe30",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"TouchTec Technology Limited",http://www.touchtec.technology,39175,Open,195.66.224.132,2001:7f8:4::9907:1,"Telehouse North (THN)","edge4-thn xe-4/2/0",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"TouchTec Technology Limited",http://www.touchtec.technology,"No IP","No data",,,"Telehouse North (THN)","edge2-thn-lon2 VLAN: 501",ConneXions,1000,ConneXions,full,
"Tradeweb Europe Limited",http://,20577,"No data",195.66.226.243,2001:7f8:4::f320:2,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/0/4",1000,1000,Regular,full,
"Travel Jigsaw Ltd",http://www.rentalcars.com,203164,Open,195.66.238.236,2001:7f8:4:1:0:3:199c:1,"Equinix LD4 (EQ4)","edge4-eq4-lon2 xe13",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Travel Jigsaw Ltd",http://www.rentalcars.com,203164,Open,195.66.226.236,2001:7f8:4::3:199c:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-3/1/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Triple-T Internet Co.,Ltd.",http://www.triplet.co.th,45758,Selective,195.66.226.10,2001:7f8:4::b2be:1,"Telehouse North (THN)","edge1-thn xe-4/3/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Triton Digital Canada Inc.",https://www.tritondigital.com,13360,Selective,206.55.196.49,2001:504:31::3430:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/1/3",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs3.lon1"
"Triton Digital Canada Inc.",https://www.tritondigital.com,13360,Selective,195.66.225.171,,"Telehouse North (THN)","edge1-thn xe-5/3/1",10G,10000,Regular,full,"rs1.lon1, rs1.nva1, rs3.lon1"
"True Internet Corporation Company Limited",http://www.trueinternetgateway.com,38082,Open,195.66.225.88,2001:7f8:4::94c2:1,"Telehouse North2 (TH2)","edge1-th2 xe-1/2/0",10G,10000,Regular,full,"rs2.lon2, rs4.lon2"
"True Internet Corporation Company Limited",http://www.trueinternetgateway.com,38082,Open,195.66.225.88,2001:7f8:4::94c2:1,"Telehouse North2 (TH2)","edge1-th2 xe-1/2/1",10G,10000,Regular,full,"rs2.lon2, rs4.lon2"
"True Internet Corporation Company Limited",http://www.trueinternetgateway.com,38082,Open,195.66.237.88,2001:7f8:4:1::94c2:1,"Telehouse North2 (TH2)","edge1-th2-lon2 xe8",10G,10000,Regular,full,"rs2.lon2, rs4.lon2"
"Trunk Networks",http://www.trunknetworks.com/,49375,Open,195.66.244.86,2001:7f8:4:2::c0df:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 VLAN: 900",ConneXions,1000,ConneXions,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Trunk Networks",http://www.trunknetworks.com/,49375,Open,195.66.236.36,2001:7f8:4:1::c0df:1,"Telehouse North (THN)","edge2-thn-lon2 VLAN: 900",ConneXions,1000,ConneXions,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Trunk Networks",http://www.trunknetworks.com/,49375,Open,195.66.224.36,2001:7f8:4::c0df:1,"Interxion LON2 (IN2)","edge1-in2 VLAN: 900",ConneXions,2000,ConneXions,"full,ConneXions","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"TSG Interactive Services Ltd (Pokerstars)",http://www.pokerstars.com,43338,Selective,195.66.224.48,2001:7f8:4::a94a:1,"Telehouse North (THN)","edge1-thn xe-4/3/2",10G,10000,Regular,full,
"TSG Interactive Services Ltd (Pokerstars)",http://www.pokerstars.com,43338,Selective,195.66.236.48,2001:7f8:4:1::a94a:1,"Digital Realty Sovereign House (RBS)","edge1-rbs-lon2 xe11",10G,10000,Regular,full,
"TU Darmstadt, Hochschulrechenzentrum",http://www.tu-darmstadt.de,8365,Selective,195.66.227.23,2001:7f8:4::20ad:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/2/2",10G,10000,Regular,full,
"Turk Telekom International AT AG",http://www.turktelekomint.com/,6663,Restrictive,195.66.224.252,2001:7f8:4::1a07:1,"Telehouse East (THE)","edge4-the xe-8/0/2",10G,10000,Regular,full,
"Twilio Inc",https://www.twilio.com/,394434,Restrictive,195.66.227.132,2001:7f8:4::6:4c2:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch ge-4/3/2",1000,1000,Regular,full,
