"Organisation Name",Website,ASN,"Peering Policy","IPv4 Address","IPv6 Address",Location,"Switch Slot/[Pic/]Port","Port Type","Service Speed","Service Type","Membership Type","Route Servers"
Enter,http://www.enter.it,12850,Open,195.66.226.67,,"Telehouse North (THN)","edge2-thn VLAN: 110",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs3.lon1"
"Epsilon Telecommunications Ltd.",http://www.epsilontel.com,44356,Selective,195.66.227.86,2001:7f8:4::ad44:1,"Telehouse North (THN)","core3-thn VLAN: 446",ConneXions,10000,ConneXions,"full,ConneXions","rs1.lon1, rs3.lon1"
"Epsilon Telecommunications Ltd.",http://www.epsilontel.com,44356,Selective,195.66.224.4,2001:7f8:4::ad44:2,"Telehouse North (THN)","core3-thn VLAN: 447",ConneXions,10000,ConneXions,"full,ConneXions","rs1.lon1, rs3.lon1"
"EPT Luxembourg",http://www.ept.lu,6661,Selective,195.66.237.63,2001:7f8:4:1::1a05:2,"Equinix LD8 Harbour Exchange (TCH)","edge2-tch-lon2 xe30",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"EPT Luxembourg",http://www.ept.lu,6661,Selective,195.66.225.63,2001:7f8:4::1a05:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-3/0/5",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.236.187,2001:7f8:4:1::3dd6:2,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe11",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.236.187,2001:7f8:4:1::3dd6:2,"Equinix LD4 (EQ4)","edge1-eq4-lon2 xe12",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.224.82,2001:7f8:4::3dd6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-3/3/3",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.224.82,2001:7f8:4::3dd6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch xe-8/1/1",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.224.187,2001:7f8:4::3dd6:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/0/4",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.236.82,2001:7f8:4:1::3dd6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe7",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.224.187,2001:7f8:4::3dd6:2,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/0/5",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.244.114,2001:7f8:4:2::3dd6:3,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe6",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.244.18,2001:7f8:4:2::3dd6:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe12",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Equinix,http://www.equinix.com/,15830,Selective,195.66.236.82,2001:7f8:4:1::3dd6:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe8",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Equinix Metal",http://,54825,Open,195.66.227.12,2001:7f8:4::d629:1,"Equinix LD6 (EQ4)","edge4-eq4 et-8/0/2",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Equinix Metal",http://,54825,Open,195.66.227.34,2001:7f8:4::d629:2,"Equinix LD6 (EQ4)","edge4-eq4 et-8/0/5",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"Essensys (UK) Limited",http://www.essensys.tech,48273,Open,195.66.238.179,2001:7f8:4:1::bc91:1,"Telehouse West (THW)","edge1-thw-lon2 xe18",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Essensys (UK) Limited",http://www.essensys.tech,48273,Open,195.66.226.249,2001:7f8:4::bc91:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/3/2",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Eswatini Post and Telecommunications Corporation (EPTC)",http://www.sptc.co.sz,19711,Open,195.66.225.76,2001:7f8:4::4cff:1,"Telehouse North (THN)","core3-thn VLAN: 1767",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
ETISALAT,http://www.etisalat.ae/,8966,Open,195.66.224.159,2001:7f8:4::2306:1,"Equinix LD8 Harbour Exchange (TCH)","core3-tch et-2/0/2",100G,100000,Regular,full,
"EuNetworks GmbH",http://www.eunetworks.com,13237,Open,195.66.224.99,2001:7f8:4::33b5:1,"Interxion LON2 (IN2)","core3-in2 et-2/4/0",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"EuNetworks GmbH",http://www.eunetworks.com,13237,Open,195.66.244.103,2001:7f8:4:2::33b5:1,"Equinix MA3 Joule House (TCJ)","edge2-tcj-man1 xe15",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
everyWAN,http://,33932,Open,195.66.227.239,2001:7f8:4::848c:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 712",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
Evolink,http://www.evolink.com,8262,Open,195.66.226.235,2001:7f8:4::2046:1,"Telehouse North (THN)","core4-thn VLAN: 2189",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"EvolveIP Ltd",http://thevoicefactory.co.uk,59439,Selective,195.66.224.229,,"Telehouse North (THN)","edge1-thn ge-7/0/4",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"EWE TEL GmbH",http://www.ewetel.net/,9145,Open,195.66.224.30,2001:7f8:4::23b9:1,"Telehouse North (THN)","edge4-thn xe-2/0/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"EWE TEL GmbH",http://www.ewetel.net/,9145,Open,195.66.224.30,2001:7f8:4::23b9:1,"Telehouse North (THN)","edge4-thn xe-3/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"EWE TEL GmbH",http://www.ewetel.net/,9145,Open,195.66.224.30,2001:7f8:4::23b9:1,"Telehouse North (THN)","edge4-thn xe-4/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"EWE TEL GmbH",http://www.ewetel.net/,9145,Open,195.66.224.30,2001:7f8:4::23b9:1,"Telehouse North (THN)","edge4-thn xe-9/2/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"EX Networks Limited",https://www.exn.uk,35266,Open,195.66.226.195,2001:7f8:4::89c2:1,"Telehouse East (THE)","edge4-the xe-2/2/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"EX Networks Limited",https://www.exn.uk,35266,Open,195.66.238.195,2001:7f8:4:1::89c2:1,"Telehouse North (THN)","edge4-thn-lon2 xe18",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Exa Networks Ltd.",http://www.exa-networks.co.uk,30740,Selective,195.66.224.235,2001:7f8:4::7814:1,"Telehouse East (THE)","edge4-the xe-8/2/0",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Exa Networks Ltd.",http://www.exa-networks.co.uk,30740,Selective,195.66.224.235,2001:7f8:4::7814:1,"Telehouse East (THE)","edge4-the xe-3/2/5",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Exa Networks Ltd.",http://www.exa-networks.co.uk,30740,Selective,195.66.244.10,2001:7f8:4:2::7814:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe13",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
"Exa Networks Ltd.",http://www.exa-networks.co.uk,30740,Selective,195.66.244.10,2001:7f8:4:2::7814:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 xe35",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Exascale,http://www.exascale.co.uk,61049,Selective,195.66.244.58,2001:7f8:4:2::ee79:1,"M247 Ball Green (M2I)","edge2-m2i-man1 VLAN: 10",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Exascale,http://www.exascale.co.uk,61049,Selective,195.66.226.210,2001:7f8:4::ee79:1,"Telehouse North (THN)","edge3-thn VLAN: 50",ConneXions,1500,ConneXions,"ConneXions,full","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
Exascale,http://www.exascale.co.uk,61049,Selective,195.66.238.210,2001:7f8:4:1::ee79:1,"Telehouse North (THN)","edge1-thn-lon2 VLAN: 51",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Exatel S.A.",http://www.exatel.pl,20804,Selective,195.66.239.40,2001:7f8:4:1::5144:1,"Telehouse North (THN)","edge4-thn-lon2 xe45",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Exatel S.A.",http://www.exatel.pl,20804,Selective,195.66.227.40,2001:7f8:4::5144:1,"Telehouse North (THN)","edge4-thn xe-3/3/3",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Excell Business Systems",http://www.excellgroup.com/,8530,Selective,195.66.225.186,2001:7f8:4::2152:1,"Telehouse East (THE)","edge4-the xe-7/3/4",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Excell Business Systems",http://www.excellgroup.com/,8530,Selective,195.66.237.186,2001:7f8:4:1::2152:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch-lon2 xe6",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Exonetric,http://www.exonetric.com,12290,Open,195.66.224.92,2001:7f8:4::3002:1,"Telehouse North (THN)","edge1-thn ge-7/2/1",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Exonetric,http://www.exonetric.com,12290,Open,195.66.236.92,2001:7f8:4:1::3002:1,"Telehouse North (THN)","edge3-thn-lon2 xe44",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Expereo,http://www.expereo.com/,15695,Open,195.66.224.56,2001:7f8:4::3d4f:3,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch xe-4/0/4",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Expereo,http://www.expereo.com/,15695,Open,195.66.224.44,2001:7f8:4::3d4f:1,"Telehouse North (THN)","edge4-thn xe-3/1/2",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,206.55.196.21,2001:504:31::625c:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 VLAN: 1895",ConneXions,1000,ConneXions,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.224.186,2001:7f8:4::625c:1,"Telehouse North (THN)","edge2-thn xe-4/2/3",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.236.186,2001:7f8:4:1::625c:1,"Interxion LON2 (IN2)","edge1-in2-lon2 xe1",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.227.237,2001:7f8:4::625c:2,"Telehouse West (THW)","edge1-thw xe-3/0/1",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.236.186,2001:7f8:4:1::625c:1,"Interxion LON2 (IN2)","edge1-in2-lon2 xe2",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.227.237,2001:7f8:4::625c:2,"Telehouse West (THW)","edge1-thw xe-7/2/2",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.224.186,2001:7f8:4::625c:1,"Telehouse North (THN)","edge2-thn xe-5/1/0",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.224.186,2001:7f8:4::625c:1,"Telehouse North (THN)","edge2-thn xe-5/1/2",10G,10000,Regular,full,
"Exponential-e Ltd",http://www.exponential-e.com/,25180,Selective,195.66.236.186,2001:7f8:4:1::625c:1,"Interxion LON2 (IN2)","edge1-in2-lon2 xe11",10G,10000,Regular,full,
"Extraordinary Managed Services Ltd",http://www.extraordinarymanagedservices.com,30827,Open,195.66.246.1,2001:7f8:4:3::786b:1,"Pulsant Edinburgh (PUE)","edge1-pue.sco1 25",1000,1000,Regular,full,"rs1.lon1, rs1.sco1, rs3.lon1"
"Extraordinary Managed Services Ltd",http://www.extraordinarymanagedservices.com,30827,Open,195.66.224.241,2001:7f8:4::786b:1,"Telehouse East (THE)","edge4-the xe-7/0/1",10G,10000,Regular,full,"rs1.lon1, rs1.sco1, rs3.lon1"
"Extreme Broadband",http://www.extremebb.net,38182,Open,195.66.225.178,2001:7f8:4::9526:1,"Equinix LD6 (EQ4)","edge3-eq4 VLAN: 606",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Eze Castle Integration UK Limited",http://www.eci.com,14717,Open,195.66.226.3,2001:7f8:4::397d:1,"Equinix LD6 (EQ4)","edge5-eq4 ge-4/3/0",1000,1000,Regular,full,
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.244.241,2001:7f8:4:2::80a6:2,"TeleData Delta House (TDD)","edge4-tdd-man1 ce1/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,63293,Selective,195.66.246.31,,"DataVita Glasgow DC1/DC2 (DVG)","edge1-dvg.sco1 26",10G,10000,Regular,full,
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.226.140,2001:7f8:4::80a6:3,"Equinix LD6 (EQ4)","edge3-eq4 et-2/0/5",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.225.69,2001:7f8:4::80a6:1,"Equinix LD6 (EQ4)","edge3-eq4 et-3/0/5",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.237.69,2001:7f8:4:1::80a6:1,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch-lon2 ce7/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.244.31,2001:7f8:4:2::80a6:1,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce3/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.227.19,2001:7f8:4::80a6:5,"Telehouse West (THW)","core3-thw et-3/0/2",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,206.55.196.48,2001:504:31::80a6:2,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/2/0",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,63293,Selective,195.66.246.31,,"DataVita Glasgow DC1/DC2 (DVG)","edge1-dvg.sco1 18",10G,10000,Regular,full,
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,206.55.196.47,2001:504:31::80a6:1,"Digital Realty IAD (44521 Hastings) ACC5 (DFT)","edge1-dft.nva1 xe-10/0/3",10G,10000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.239.19,2001:7f8:4:1::80a6:3,"Equinix LD8 Harbour Exchange (TCH)","edge4-tch-lon2 ce11/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.238.140,2001:7f8:4:1::80a6:4,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce5/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.225.121,2001:7f8:4::80a6:2,"Telehouse West (THW)","core4-thw et-2/2/3",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Facebook UK Ltd",http://www.facebook.com,32934,Selective,195.66.237.121,2001:7f8:4:1::80a6:2,"Equinix LD4 (EQ4)","edge3-eq4-lon2 ce7/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs1.nva1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Faelix Limited",https://faelix.net/,41495,Open,195.66.227.182,2001:7f8:4::a217:1,"Telehouse West (THW)","edge1-thw VLAN: 494",ConneXions,2000,ConneXions,"ConneXions,full","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Faelix Limited",https://faelix.net/,41495,Open,195.66.236.190,2001:7f8:4:1::a217:1,"Interxion LON2 (IN2)","edge1-in2-lon2 VLAN: 2494",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Faelix Limited",https://faelix.net/,41495,Open,195.66.244.97,2001:7f8:4:2::a217:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 VLAN: 1394",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs1.man1, rs2.lon2, rs2.man1, rs3.lon1, rs4.lon2"
"Faircape Group Holdings (Pty) Ltd",http://faircape.co.za/,37363,Open,195.66.224.113,2001:7f8:4::91f3:1,"Equinix LD8 Harbour Exchange (TCH)","edge1-tch VLAN: 103",ConneXions,500,ConneXions,full,"rs1.lon1, rs3.lon1"
"Farice ehf.",http://www.farice.is,56704,Open,195.66.226.222,2001:7f8:4::dd80:1,"Telehouse East (THE)","edge4-the xe-7/3/6",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Farice ehf.",http://www.farice.is,56704,Open,195.66.226.222,2001:7f8:4::dd80:1,"Telehouse East (THE)","edge4-the xe-7/3/7",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Farice ehf.",http://www.farice.is,56704,Open,195.66.226.222,2001:7f8:4::dd80:1,"Telehouse East (THE)","edge4-the xe-8/0/6",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Farice ehf.",http://www.farice.is,56704,Open,195.66.226.222,2001:7f8:4::dd80:1,"Telehouse East (THE)","edge4-the xe-8/0/7",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Fast4networks Ltd",https://www.fast2host.com/,48825,Open,195.66.227.201,2001:7f8:4::beb9:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 43",ConneXions,1000,ConneXions,full,"rs1.lon1, rs3.lon1"
Fastly,https://www.fastly.com,54113,Selective,195.66.227.114,2001:7f8:4::d361:2,"Telehouse North (THN)","core4-thn et-2/4/2",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fastly,https://www.fastly.com,54113,Selective,195.66.225.91,2001:7f8:4::d361:1,"Telehouse North (THN)","core4-thn et-2/1/2",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fastly,https://www.fastly.com,54113,Selective,195.66.227.114,2001:7f8:4::d361:2,"Telehouse North (THN)","core4-thn et-2/3/3",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fastly,https://www.fastly.com,54113,Selective,195.66.244.125,2001:7f8:4:2::d361:1,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce9/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fastly,https://www.fastly.com,54113,Selective,195.66.244.135,2001:7f8:4:2::d361:2,"Equinix MA1 Williams House (TCW)","edge8-tcw-man1 ce10/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fastly,https://www.fastly.com,54113,Selective,195.66.225.91,2001:7f8:4::d361:1,"Telehouse North (THN)","core4-thn et-2/5/1",100G,100000,Regular,full,"rs1.lon1, rs1.man1, rs2.man1, rs3.lon1"
Fastnet,http://www.ucanet.ru,43404,Open,195.66.226.242,2001:7f8:4::a98c:1,"Equinix LD8 Harbour Exchange (TCH)","core4-tch VLAN: 750",ConneXions,200,ConneXions,full,"rs1.lon1, rs3.lon1"
"FastNet International Ltd",http://www.fastnet.co.uk,12519,Open,195.66.227.2,2001:7f8:4::30e7:1,"Telehouse East (THE)","edge4-the ge-4/0/6",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"FastNet International Ltd",http://www.fastnet.co.uk,12519,Open,195.66.239.2,2001:7f8:4:1::30e7:1,"Telehouse North (THN)","edge4-thn-lon2 xe35",1000,1000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Fastrack Technology Pty Ltd",http://,58580,Selective,195.66.226.202,2001:7f8:4::e4d4:1,"Equinix LD6 (EQ4)","edge5-eq4 xe-2/1/1",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
Fastweb,"http://www.fastweb.it ",12874,Selective,195.66.225.43,2001:7f8:4::324a:1,"Telehouse North (THN)","core3-thn et-2/0/0",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
Feral.io,https://www.feralhosting.com/,200052,Open,195.66.238.194,2001:7f8:4:1:0:3:d74:1,"Telehouse North (THN)","edge1-thn-lon2 xe34",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
Feral.io,https://www.feralhosting.com/,200052,Open,195.66.226.194,2001:7f8:4::3:d74:1,"Telehouse North (THN)","edge2-thn xe-3/0/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"FiberStar / PT Mega Akses Persada",http://www.fiberstar.co.id,136106,Open,195.66.227.187,2001:7f8:4::2:13aa:2,"Telehouse North (THN)","core3-thn VLAN: 5",ConneXions,4000,ConneXions,full,"rs1.lon1, rs3.lon1"
"Fibrus Networks Ltd",http://,202282,Open,195.66.226.179,2001:7f8:4::3:162a:2,"Telehouse West (THW)","core3-thw et-3/2/2",100G,100000,Regular,full,"rs1.lon1, rs3.lon1"
"FidoNet Registration Services Ltd",http://www.fido.net/,8282,Open,195.66.237.155,2001:7f8:4:1::205a:1,"Telehouse East (THE)","edge2-the-lon2 VLAN: 2126",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"FidoNet Registration Services Ltd",http://www.fido.net/,8282,Open,195.66.225.155,2001:7f8:4::205a:1,"Telehouse North (THN)","core3-thn VLAN: 2125",ConneXions,1000,ConneXions,"ConneXions,full","rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"FirstNet Technology Services",http://www.firstnet.co.za,328366,Open,195.66.227.156,2001:7f8:4::5:2ae:1,"Telehouse North (THN)","edge1-thn ge-8/3/5",1000,1000,Regular,full,"rs1.lon1, rs3.lon1"
"FlexGrid Ltd",http://www.flexgrid.co.uk,202020,Open,195.66.227.18,2001:7f8:4::3:1524:1,"Telehouse North (THN)","edge1-thn xe-4/1/0",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"FlexGrid Ltd",http://www.flexgrid.co.uk,202020,Open,195.66.239.18,2001:7f8:4:1:0:3:1524:1,"Telehouse North (THN)","edge1-thn-lon2 xe41",10G,10000,Regular,full,"rs1.lon1, rs2.lon2, rs3.lon1, rs4.lon2"
"Flexiscale Technologies Ltd",http://,61226,Open,195.66.224.239,2001:7f8:4::ef2a:1,"Telehouse North (THN)","edge4-thn xe-2/1/0",10G,10000,Regular,full,"rs1.lon1, rs3.lon1"
"Flexoptix GmbH",http://www.flexoptix.net/,199121,Open,195.66.246.13,2001:7f8:4:3:0:3:9d1:1,"Pulsant Edinburgh (PUE)","edge2-pue.sco1 VLAN: 2027",ConneXions,100,ConneXions,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Flexoptix GmbH",http://www.flexoptix.net/,199121,Open,195.66.244.41,2001:7f8:4:2:0:3:9d1:1,"Equinix MA1 Williams House (TCW)","edge5-tcw-man1 VLAN: 1843",ConneXions,1000,ConneXions,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Flexoptix GmbH",http://www.flexoptix.net/,199121,Open,195.66.226.88,2001:7f8:4::3:9d1:1,"Telehouse North (THN)","core4-thn VLAN: 958",ConneXions,100,ConneXions,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
"Flexoptix GmbH",http://www.flexoptix.net/,199121,Open,195.66.238.88,2001:7f8:4:1:0:3:9d1:1,"Telehouse East (THE)","edge2-the-lon2 VLAN: 959",ConneXions,100,ConneXions,full,"rs1.lon1, rs1.man1, rs1.nva1, rs1.sco1, rs2.lon2, rs2.man1, rs2.nva1, rs3.lon1, rs4.lon2"
